,,,A,C,D,E,F,H,I,M,Cluster,CON21,C. elegans,Fly/CON21,Fly,,Fly Gene Name,Fly Gene Description,DBD Family,Mosquito,Human,Mouse,Honeybee,Zebrafish,Silkworm
LOC124193257,XP_046442954.1,microtubule-actin cross-linking factor 1-like isoform X9,6972,58525,190155,136559,358948,96455,100848,51212,,g6653,,FBgn0013733,,,shot,short stop,,,,,,,
LOC124193258,XP_046442958.1,uncharacterized protein LOC124193258,0,1,1961,4788,4078,46,27,0,,g1448,,FBgn0030887,,,CG6867,0,,,,,,,
LOC124193259,XP_046442956.1,uncharacterized protein LOC124193259,270,224,480,377,1182,361,393,947,,g19627,,,,,,,,,,,,,
LOC124193260,XP_046442957.1,protein toll-like,4,14,75,59,111,80,74,1223,,g6651,,FBgn0262473,,,Tl,Toll,,,,,,,
LOC124193261,XP_046442961.1,phosphopantothenate--cysteine ligase-like isoform X2,247,512,1176,456,755,385,235,285,,g6655,,FBgn0261285,,,Ppcs,Phosphopantothenoylcysteine synthetase,,,,,,,
LOC124193262,XP_046442962.1,protein suex-1-like isoform X1,39,183,252,77,382,93,138,153,,g6656,,,,,,,,,,,,,
LOC124193263,XP_046442969.1,gamma-soluble NSF attachment protein-like,325,991,2759,1395,2510,773,584,476,,g1449,,FBgn0028552,,,gammaSnap1,gamma Soluble NSF attachment protein 1,,,,,,,
LOC124193266,XP_046442971.1,dedicator of cytokinesis protein 7-like isoform X2,1653,8407,18996,6975,10051,4314,3840,2759,,g7080,,FBgn0031216,,,Zir,Zizimin-related,,,,,,,
LOC124193267,XP_046442975.1,target of EGR1 protein 1-like,224,348,656,131,161,69,74,219,,g7081,Y57A10A.25.1,FBgn0036239,,,Pop2,Pop2,,,ENSP00000361162.5,ENSMUSP00000030451.4,,ENSDARP00000116268.1,
LOC124193268,XP_046442976.1,uncharacterized protein DDB_G0271670-like,18,45,956,1262,3375,770,1077,582,,g7086,,,,,,,,,,,,,
LOC124193269,XP_046442978.1,adenine DNA glycosylase-like,144,375,529,97,102,67,96,161,,g7087,,FBgn0085446,,,CG34417,0,,,ENSP00000409718.1,ENSMUSP00000099760.2,,ENSDARP00000098864.4,
LOC124193270,XP_046442983.1,synaptosomal-associated protein 25-like isoform X5,673,2213,6459,3958,7851,2865,2779,1513,,g7436,,FBgn0011288,,,Snap25,Synaptosomal-associated protein 25kDa,,,,,XP_394588.4,,
LOC124193271,XP_046442990.1,uncharacterized protein LOC124193271,49,209,1092,269,521,47,39,41,,g1450,,FBgn0015803,,,RtGEF,Rho-type guanine nucleotide exchange factor,,,,,,,
LOC124193272,XP_046442987.1,uncharacterized protein LOC124193272,2,0,7,441,473,666,417,11,,g6887,,FBgn0038938,,,CG7084,0,,,,,,,
LOC124193273,XP_046442988.1,RING finger protein 145-like,240,1136,2814,1183,1319,483,511,301,,g6747,Y119C1B.5.1,FBgn0039668,,,Trc8,TRC8 ring finger protein,,,ENSP00000482720.1,ENSMUSP00000019333.4,,ENSDARP00000047514.6,
LOC124193274,XP_046442989.1,uncharacterized protein LOC124193274,2802,6990,11536,9253,2175,2393,3572,3126,,g6746,,FBgn0037664,FBpp0081453,FBgn0037664,CG8420,0,,XP_021713324.1,,,XP_625215.4,,XP_012545783.1
LOC124193276,XP_046442991.1,xaa-Pro aminopeptidase 1-like,1276,2837,6516,3712,4323,2318,1534,994,,g6719,,FBgn0026150,,,ApepP,Aminopeptidase P,,,,,,,
LOC124193277,XP_046442994.1,uncharacterized protein LOC124193277,4,81,689,827,1171,370,339,141,,g6717,,FBgn0051005,,,qless,qless,,,ENSP00000479976.1,ENSMUSP00000141051.2,,ENSDARP00000129219.1,
LOC124193278,XP_046442995.1,keratin-associated protein 19-2-like,0,0,3,11,2988,275,380,456,,g6720,,FBgn0264542,,,hwt,heavyweight,,,,,,,
LOC124193280,XP_046442996.1,transient receptor potential channel pyrexia-like,0,9,73,166,430,57,18,5,,g7322,C29E6.2a.1,FBgn0035113,FBpp0072423,FBgn0035113,pyx,pyrexia,,XP_021694708.1,,ENSMUSP00000043594.5,XP_026296674.1,,NP_001296484.1
LOC124193281,XP_046443001.1,DNA repair protein REV1-like isoform X1,489,567,983,316,537,313,245,479,,g1456,ZK675.2.1,FBgn0035150,FBpp0072456,FBgn0035150,Rev1,Rev1 DNA directed polymerase,,,,,XP_026300427.1,ENSDARP00000136909.2,XP_012547530.1
LOC124193282,XP_046442998.1,ubiquinone biosynthesis monooxygenase COQ6%2C mitochondrial-like,378,1161,4080,2210,4505,1075,892,661,,g7323,K07B1.2.1,FBgn0031713,FBpp0078759,FBgn0031713,Coq6,Coenzyme Q6,,XP_021694709.1,ENSP00000333946.2,ENSMUSP00000021661.7,XP_026296830.1,ENSDARP00000079444.4,XP_012545101.3
LOC124193283,XP_046442999.1,14 kDa fatty acid-binding protein-like,1,7,88,66,162,39,43,6,,g6142,,,,,,,,,,,,,
LOC124193284,XP_046443000.1,fatty acid-binding protein-like,5,12,774,763,1794,432,482,21,,g6143,,FBgn0037913,,,fabp,fatty acid binding protein,,,,,,,
LOC124193285,XP_046443003.1,coactosin-like protein isoform X2,343,50,429,753,1292,447,551,835,,g6625,,FBgn0030955,,,CG6891,0,,,,,,,
LOC124193286,XP_046443004.1,G-protein coupled receptor dmsr-1-like,0,0,37,112,304,109,96,13,,g6624,F57B7.1b.1,FBgn0035331,FBpp0072765,FBgn0035331,MsR1,Myosuppressin receptor 1,,XP_021699799.1,,,NP_001314889.1,,XP_012549364.2
LOC124193287,XP_046443005.1,uncharacterized protein LOC124193287,0,0,2,1,1,2,0,329,,g6884,,FBgn0263864,,,Dark,Death-associated APAF1-related killer,,,,,XP_026298459.1,,XP_037875871.1
LOC124193292,XP_046443007.1,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like,23,508,5852,5735,8783,5079,6259,4346,,,,,,,,,,,,,,,
LOC124193293,XP_046443008.1,prostatic acid phosphatase-like,4373,3754,5588,1905,2361,962,1147,2788,,g8592,B0361.7.2,FBgn0000032,FBpp0084974,FBgn0000032,Acph-1,Acid phosphatase 1,,XP_021693222.1,ENSP00000256997.3,ENSMUSP00000159053.2,XP_624012.3,ENSDARP00000142979.1,XP_037868433.1
LOC124193296,XP_046443009.1,acetyl-coenzyme A synthetase 2-like%2C mitochondrial,596,2536,5820,3207,7160,2106,2030,793,,g9647,C36A4.9b.1,FBgn0012034,,,AcCoAS,Acetyl Coenzyme A synthase,,XP_001655519.1,ENSP00000316924.4,ENSMUSP00000028944.4,XP_026297767.1,,XP_004929917.2
LOC124193297,XP_046443010.1,two pore potassium channel protein sup-9-like,14,88,365,346,739,250,176,41,,g9648,,FBgn0037690,FBpp0081523,FBgn0037690,Task7,TWIK-related acid-sensitive K[+] channel 7,,XP_001652733.2,,,XP_026296685.1,ENSDARP00000139755.1,XP_037876332.1
LOC124193298,XP_046443011.1,flavin reductase (NADPH)-like,299,632,1947,1280,1639,298,404,834,,g9649,,FBgn0037749,FBpp0112123,FBgn0037749,CG9471,0,,XP_001649677.1,ENSP00000263368.3,ENSMUSP00000043092.10,XP_395902.2,ENSDARP00000009817.6,XP_037876244.1
LOC124193300,XP_046443015.1,general transcription and DNA repair factor IIH helicase subunit XPD-like,1170,2560,3304,793,987,537,722,979,,g1452,Y50D7A.2.1,FBgn0261850,FBpp0071503,FBgn0261850,Xpd,Xeroderma pigmentosum D,,XP_021704493.1,ENSP00000507019.1,ENSMUSP00000054380.10,XP_396155.4,ENSDARP00000114026.1,XP_037874266.1
LOC124193301,XP_046443013.1,uncharacterized protein LOC124193301,116,595,2088,761,1034,434,299,190,,,,,,,,,,,,,,,
LOC124193302,XP_046443014.1,WASH complex subunit 2-like,1358,2300,4513,1708,3001,1469,1219,1369,,g9458,,FBgn0039920,,,CG11360,0,,,ENSP00000344037.6,ENSMUSP00000038983.9,,ENSDARP00000119265.1,XP_037875396.1
LOC124193303,XP_046443016.1,2-oxoisovalerate dehydrogenase subunit alpha%2C mitochondrial-like,474,1470,4653,3164,6395,1713,1399,1099,,g9459,Y39E4A.3a.2,FBgn0037709,FBpp0081545,FBgn0037709,CG8199,0,,XP_001653215.1,ENSP00000269980.2,ENSMUSP00000071292.7,XP_396003.4,ENSDARP00000144627.1,XP_004930726.1
LOC124193304,XP_046443017.1,sodium-dependent neutral amino acid transporter B(0)AT3-like,0,0,34,86,379,213,170,22,,g8416,,FBgn0262476,FBpp0293405,FBgn0262476,CG43066,0,,XP_021709718.1,,,XP_392668.2,ENSDARP00000104717.1,XP_004927289.2
LOC124193305,XP_046443021.1,TGF-beta receptor type-1-like isoform X4,654,3547,7547,4000,6482,2222,2102,1519,,g8417,,FBgn0011300,FBpp0087739,FBgn0011300,babo,baboon,,XP_021703579.1,,,XP_026297244.1,ENSDARP00000061972.6,XP_004929802.2
LOC124193306,XP_046443022.1,ribosome biogenesis protein BMS1 homolog,9212,13223,16840,3678,4730,3409,5736,7351,,g8303,Y61A9LA.10.1,FBgn0036686,FBpp0075034,FBgn0036686,CG7728,0,,XP_001663880.2,ENSP00000363642.4,ENSMUSP00000032237.7,XP_006566151.2,ENSDARP00000053760.5,XP_004930714.2
LOC124193308,XP_046443023.1,serine palmitoyltransferase 2-like,1376,2974,9595,5299,8985,2492,2498,1751,,g1453,F43H9.2b.2,FBgn0002524,FBpp0080297,FBgn0002524,lace,lace,,XP_001650263.1,ENSP00000216484.2,ENSMUSP00000021424.5,XP_016769482.1,ENSDARP00000103258.2,XP_037870643.1
LOC124193309,XP_046443024.1,uncharacterized protein LOC124193309,6421,3919,3841,1176,1944,1617,1448,7521,,,,,,,,,,,,,,,
LOC124193310,XP_046443025.1,apoptosis-inducing factor 1%2C mitochondrial-like,119,54,113,44,125,98,41,221,,,,,,,,,,,,,,,
LOC124193312,XP_046443026.1,uncharacterized protein LOC124193312 isoform X1,158,71,143,61,151,129,62,276,,g9895,,FBgn0031392,,,AIF,Apoptosis inducing factor,,,,,,,
LOC124193313,XP_046443029.1,reticulon-1-like isoform X1,4012,11312,33226,15410,32451,6942,8221,14288,,g1454,W06A7.3c.1,,FBpp0078676,FBgn0053113,Rtnl1,Reticulon-like1,,XP_021703821.1,,ENSMUSP00000053754.5,XP_006561770.1,ENSDARP00000057440.4,XP_037870307.1
LOC124193314,XP_046443028.1,uncharacterized protein LOC124193314,17,4,8,4,10,8,2,19,,g8514,,,,,,,,,,,,,
LOC124193317,XP_046443030.1,testisin-like isoform X1,5,309,2264,303,10905,615,767,510,,g9920,,FBgn0033365,FBpp0087746,FBgn0033365,CG8170,0,,XP_021702109.1,,,XP_394005.3,,XP_004933267.2
LOC124193318,XP_046443033.1,kynurenine aminotransferase-like,451,1710,4743,2590,4492,1249,1364,1212,,g9919,,FBgn0037955,,,Kyat,Kynurenine aminotransferase,,,,,,,
LOC124193319,XP_046443036.1,kynurenine aminotransferase-like,75,702,1740,678,1304,403,577,343,,,,,,,,,,,,,,,
LOC124193320,XP_046443038.1,glycine-rich cell wall structural protein-like,0,2,10,1,986,11,547,12,,g9921,,,,,,,,,,,,,
LOC124193321,XP_046443040.1,thyroid peroxidase-like,110,523,700,634,9749,1149,1551,836,,g9912,,,,,,,,,,,,,
LOC124193322,XP_046443043.1,peroxidase-like,0,6,82,548,10430,1038,1339,970,,g9913,,FBgn0038511,,,cysu,Curly Su,,,,,,,
LOC124193323,XP_046443044.1,ral guanine nucleotide dissociation stimulator-like 1,814,2843,6226,3396,7009,1980,2467,1433,,g9916,F28B4.2a.1,FBgn0026376,FBpp0075538,FBgn0026376,Rgl,Ral guanine nucleotide dissociation stimulator-like,,XP_021710089.1,ENSP00000354097.3,ENSMUSP00000027760.8,XP_026299411.1,ENSDARP00000131072.1,XP_004930940.1
LOC124193324,XP_046443048.1,alpha-(1%2C3)-fucosyltransferase C-like,5,9,28,15,41,28,34,7,,g1455,,FBgn0044872,,,FucTC,"alpha1,3-fucosyltransferase C",,,,,,,
LOC124193325,XP_046443045.1,peroxidase-like,0,6,105,917,9371,878,1532,794,,g9914,,,,,,,,,,,,,
LOC124193326,XP_046443046.1,peroxidase-like,0,2,65,90,36120,3415,2744,3809,,g9915,,,,,,,,,,,,,
LOC124193327,XP_046443049.1,armadillo repeat-containing protein 1-like isoform X2,807,2354,5146,2054,3219,1061,1006,858,,,K05C4.7.1,,,,,,,,,,XP_026297516.1,,
LOC124193328,XP_046443051.1,uncharacterized protein LOC124193328 isoform X1,511,1922,4197,1600,2304,835,822,596,,,,,,,,,,,,,,,
LOC124193329,XP_046443054.1,NFU1 iron-sulfur cluster scaffold homolog%2C mitochondrial-like isoform X2,152,665,2624,1343,2361,683,565,363,,g9909,R10H10.1.1,FBgn0085412,FBpp0070054,FBgn0053502,kmr,kramer,,XP_001654807.1,ENSP00000306965.3,ENSMUSP00000113332.3,,ENSDARP00000114381.1,XP_004931816.1
LOC124193332,XP_046443056.1,cyclin-dependent kinase 20-like,4,57,154,67,74,23,37,5,,g1451,,FBgn0004106,FBpp0083530,FBgn0038902,Cdk1,Cyclin-dependent kinase 1,,XP_021693446.1,ENSP00000322343.8,ENSMUSP00000021939.7,XP_624845.3,ENSDARP00000113146.1,XP_037876154.1
LOC124193336,XP_046443057.1,kanadaptin-like isoform X1,1622,5704,10704,3165,3817,1350,1279,1185,,g8730,,FBgn0038640,FBpp0083082,FBgn0038640,CG7706,0,,XP_001659227.2,ENSP00000512328.1,,,,XP_004925976.1
LOC124193337,XP_046443059.1,beclin-1-like protein,412,1464,4228,1577,2250,771,599,528,,g8728,T19E7.3a.1,FBgn0264325,FBpp0083975,FBgn0264325,Atg6,Autophagy-related 6,,XP_001654535.1,ENSP00000465364.1,ENSMUSP00000119369.2,XP_392365.1,ENSDARP00000100986.4,NP_001135962.1
LOC124193338,XP_046443060.1,snRNA-activating protein complex subunit 1-like,328,1208,1613,267,346,138,106,157,,g8729,C06A8.2.1,FBgn0038371,FBpp0082644,FBgn0038371,Pbp45,PSEA-binding protein 45kD,,,ENSP00000216294.4,,XP_026300734.1,ENSDARP00000042375.4,XP_037874021.1
LOC124193339,XP_046443061.1,uncharacterized protein LOC124193339,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,
LOC124193340,XP_046443063.1,protein sax-3-like isoform X2,46,1119,2652,1194,1668,447,537,116,,,,,FBpp0071833,FBgn0005631,robo1,roundabout 1,,,,,,,
LOC124193341,XP_046443064.1,uncharacterized protein LOC124193341 isoform X1,67,650,2270,812,1234,504,430,213,,g1459,,,,,,,,,,,,,
LOC124193346,XP_046443066.1,rho GTPase-activating protein 32-like isoform X2,590,6940,18592,7765,10469,3379,3733,1763,,g9482,,FBgn0032821,,,CdGAPr,Cd GTPase activating protein-related,,,,,,,
LOC124193347,XP_046443071.1,DNA-directed RNA polymerase III subunit RPC1-like,5893,8720,13395,3274,3467,1503,2974,5287,,g9477,C42D4.8.1,FBgn0030687,FBpp0290035,FBgn0030687,RpIIIC160,RNA polymerase III subunit C160,,XP_021710745.1,ENSP00000361446.3,ENSMUSP00000026322.8,XP_006569964.1,ENSDARP00000139214.1,XP_037876399.1
LOC124193348,XP_046443074.1,PAN2-PAN3 deadenylation complex catalytic subunit PAN2-like isoform X2,1639,6586,10153,2496,3123,2107,1933,1432,,g9476,F31E3.4.1,FBgn0033352,FBpp0308411,FBgn0033352,PAN2,Poly(A)-binding protein-dependent poly(A) ribonuclease 2,,XP_021711453.1,ENSP00000388231.3,ENSMUSP00000151216.2,XP_006565120.1,ENSDARP00000151470.1,
LOC124193349,XP_046443075.1,protein scarlet-like,16,315,1069,608,1031,260,256,101,,g9481,,FBgn0003515,FBpp0075149,FBgn0003515,st,scarlet,,XP_011493242.2,,,,,NP_001243922.1
LOC124193350,XP_046443076.1,SPARC-related modular calcium-binding protein 1-like isoform X1,1263,5644,7713,1632,940,528,635,464,,g9486,T04F3.2.1,FBgn0262169,,,magu,magu,,,,ENSMUSP00000105976.3,XP_026297388.1,ENSDARP00000112037.3,XP_037877697.1
LOC124193351,XP_046443079.1,heat shock protein 60A-like,4147,25999,77972,24878,17772,2181,13106,8006,,g9479,Y22D7AL.5a.2,FBgn0015245,FBpp0073290,FBgn0015245,Hsp60A,Heat shock protein 60A,,XP_001661764.1,ENSP00000414446.2,ENSMUSP00000027123.9,XP_392899.2,ENSDARP00000107955.2,XP_004923957.1
LOC124193352,XP_046443080.1,uncharacterized protein LOC124193352 isoform X1,220,870,1172,300,396,166,204,316,,g9484,,FBgn0030937,,,CG15042,0,,,,,,,
LOC124193353,XP_046443085.1,zinc finger CCCH-type with G patch domain-containing protein-like,377,815,1392,467,638,322,267,300,,g1467,C33H5.17.1,FBgn0032169,FBpp0079480,FBgn0032169,CG4709,0,,XP_021707392.1,ENSP00000358984.3,ENSMUSP00000112067.3,XP_624406.2,ENSDARP00000153327.1,XP_004928530.2
LOC124193354,XP_046443082.1,proteasomal ubiquitin receptor ADRM1-like,2055,5647,10451,3301,3236,1252,1738,1426,,g9489,C56G2.7a.1,FBgn0033886,FBpp0086736,FBgn0033886,Rpn13,Regulatory particle non-ATPase 13,,XP_021704607.1,ENSP00000253003.2,ENSMUSP00000050076.5,XP_396744.4,ENSDARP00000145324.1,XP_037866912.1
LOC124193355,XP_046443088.1,glutaminyl-peptide cyclotransferase-like isoform X3,608,1639,5553,3995,5284,2037,2341,1835,,g9487,,FBgn0036999,FBpp0077857,FBgn0036999,isoQC,iso Glutaminyl cyclase,,XP_001661052.1,,ENSMUSP00000038732.5,XP_395412.2,,XP_012546494.1
LOC124193356,XP_046443089.1,elongation factor 1-beta-like,5203,23563,39170,13596,14956,7395,8798,9728,,g9478,F54H12.6.1,FBgn0032198,FBpp0305165,FBgn0028737,eEF1delta,eukaryotic translation elongation factor 1 delta,,XP_001657499.1,ENSP00000376056.2,ENSMUSP00000116492.2,XP_625027.1,ENSDARP00000065372.4,NP_001037556.1
LOC124193357,XP_046443090.1,prenylated Rab acceptor protein 1-like,139,640,2606,1868,1510,571,636,482,,g9488,,FBgn0033468,FBpp0087526,FBgn0033468,CG1418,0,,XP_001654904.1,ENSP00000222008.5,ENSMUSP00000076227.8,,ENSDARP00000028630.5,XP_004924628.1
LOC124193358,XP_046443091.1,10 kDa heat shock protein%2C mitochondrial-like,800,6175,22346,7013,4530,733,2425,1827,,g9480,Y22D7AL.10.1,FBgn0036334,FBpp0075609,FBgn0036334,CG11267,0,,XP_001657881.1,ENSP00000233893.5,ENSMUSP00000074724.7,XP_624910.1,ENSDARP00000152671.1,XP_004932946.1
LOC124193361,XP_046443094.1,uncharacterized protein LOC124193361,0,15,103,111,251,89,94,7,,g1458,,,,,,,,,,,,,
LOC124193364,XP_046443093.1,translin-like,618,1026,1403,362,445,145,131,372,,g9038,,FBgn0033528,FBpp0087398,FBgn0033528,trsn,translin,,XP_001648857.2,ENSP00000374332.3,ENSMUSP00000027623.8,XP_397233.2,ENSDARP00000153264.1,NP_001040282.1
LOC124193366,XP_046443095.1,uncharacterized protein LOC124193366,1811,909,1370,540,983,354,97,1328,,g9951,,FBgn0000667,,,Actn,alpha actinin,,,,,,,
LOC124193367,XP_046443098.1,netrin receptor UNC5C-like isoform X2,403,1704,3398,1186,1632,310,401,389,,g9952,,FBgn0034013,,,unc-5,unc-5,,,,,,,
LOC124193368,XP_046443100.1,aminopeptidase N-like,0,0,0,17,436,269,160,81,,g9949,,,,,,,,,,,,,
LOC124193369,XP_046443103.1,uncharacterized protein LOC124193369 isoform X2,28,116,245,67,123,900,2635,6608,,,,,,,,,,,,,,,
LOC124193377,XP_046443104.1,uncharacterized protein LOC124193377,50,217,434,216,435,331,332,785,,g9945,,FBgn0019938,,,RpI1,RNA polymerase I subunit,,,ENSP00000350976.1,ENSMUSP00000155556.2,,,
LOC124193380,XP_046443105.1,calcium-transporting ATPase type 2C member 1-like,1368,3287,7391,3657,3351,1550,2086,1808,,g9942,ZK256.1a.3,FBgn0030530,FBpp0078184,FBgn0052451,jub,Ajuba LIM protein,,XP_021708122.1,ENSP00000395809.2,ENSMUSP00000039103.8,XP_001120297.2,ENSDARP00000152653.1,XP_037869786.1
LOC124193381,XP_046443106.1,LIM domain-containing protein jub-like,670,1810,3767,1477,2692,1113,923,803,,g9943,,,FBpp0309253,FBgn0030530,jub,Ajuba LIM protein,,XP_001649952.2,ENSP00000466953.2,ENSMUSP00000047623.9,XP_391978.2,ENSDARP00000132856.1,XP_004931062.2
LOC124193382,XP_046443107.1,general transcription factor IIH subunit 2-like,608,1461,1756,471,673,343,363,466,,g9944,T16H12.4.1,FBgn0037202,FBpp0078205,FBgn0037202,Ssl1,Suppressor of stem-loop mutation,,XP_001652513.1,ENSP00000274400.5,ENSMUSP00000065228.8,XP_394997.3,ENSDARP00000018901.6,XP_004932094.1
LOC124193384,XP_046443110.1,uncharacterized protein LOC124193384,24,21,50,18,25,193,550,3645,,g1466,,,,,,,,,,,,,
LOC124193387,XP_046443109.1,flocculation protein FLO11-like isoform X2,96,81,124,98,15840,871,702,1547,,g9923,,FBgn0053196,,,dpy,dumpy,,,,,,,
LOC124193388,XP_046443111.1,uncharacterized protein LOC124193388 isoform X1,2,0,1,50,321,108,103,6,,g9930,F32G8.2.1,,,,,,,,,,,,
LOC124193389,XP_046443113.1,ATP-dependent RNA helicase DDX55-like,1327,2954,3755,811,1125,780,1298,1188,,g9935,ZK512.2a.1,FBgn0037561,FBpp0081355,FBgn0037561,CG9630,0,,XP_001652148.1,ENSP00000238146.3,ENSMUSP00000070279.8,XP_006568868.2,ENSDARP00000020323.5,XP_004929110.1
LOC124193390,XP_046443118.1,uncharacterized transmembrane protein DDB_G0289901-like isoform X4,44,24,108,86,8508,372,413,642,,g9925,,FBgn0053196,,,dpy,dumpy,,,,,,,
LOC124193392,XP_046443124.1,uncharacterized protein LOC124193392 isoform X3,49,93,217,110,342,180,196,950,,g9937,,FBgn0039530,,,Tusp,Tusp,,,,,XP_006560635.1,,
LOC124193393,XP_046443127.1,uncharacterized protein LOC124193393,0,0,5,7,37,7,8,2,,g9936,,,,,,,,,,,,,
LOC124193395,XP_046443128.1;transl_except=(pos:complement(2182796..2182798)%2Caa:Other),LOW QUALITY PROTEIN: 40S ribosomal protein S2-like,3,8,20,5,8,4,4,4,,,,,,,,,,,,,,,
LOC124193396,XP_046443130.1,heterogeneous nuclear ribonucleoprotein L-like isoform X1,442,2432,7158,3648,4676,1475,1769,1146,,g8284,,FBgn0003435,,,sm,smooth,,,,,,,
LOC124193397,XP_046443136.1,uncharacterized protein LOC124193397,1,3,32,15,58,13,16,4,,g8285,Y97E10AL.1.1,FBgn0050263,FBpp0271816,FBgn0050263,stum,stumble,,XP_001661094.2,ENSP00000355753.5,ENSMUSP00000137089.2,XP_006571441.2,ENSDARP00000123709.1,XP_004923771.3
LOC124193398,XP_046443278.1,uncharacterized protein LOC124193398 isoform X19,867,1108,3988,2467,31008,8778,9825,9438,,g628,,FBgn0051973,,,Cda5,Chitin deacetylase-like 5,,,,,,,
LOC124193399,XP_046443139.1,cell wall protein DAN4-like isoform X3,4,4,88,254,152,152,231,53,,g8283,,FBgn0013733,,,shot,short stop,,,,,,,
LOC124193400,XP_046443141.1,brachyurin-like isoform X1,0,0,9,36,97,10,8,0,,g8375,,FBgn0035670,,,CG10472,0,,,,,,,
LOC124193401,XP_046443144.1,xanthine dehydrogenase/oxidase-like,196,1665,4889,3537,5234,2987,2970,2059,,g8436,F55B11.1.1,FBgn0003308,FBpp0082172,FBgn0003308,ry,rosy,,XP_001662131.2,ENSP00000368727.3,ENSMUSP00000024866.5,XP_026298538.1,ENSDARP00000072020.5,NP_001037325.1
LOC124193402,XP_046443145.1,uncharacterized protein LOC124193402,6,0,22,32,48,175,106,4,,g7715,,,,,,,,,,,,,
LOC124193406,XP_046443152.1,NAD(+) hydrolase sarm1-like isoform X4,120,665,2834,2785,5403,2895,3090,1952,,g9899,,FBgn0262579,,,Sarm,Sterile alpha and Armadillo motif,,,,,,,
LOC124193407,XP_046443161.1,DNA-directed RNA polymerase III subunit RPC1-like,1877,993,1551,588,1226,554,368,2417,,g9897,,,,,,,,,,,,,
LOC124193408,XP_046443162.1,LIM domain kinase 1-like,855,894,2449,979,1403,611,649,901,,g9901,,FBgn0283712,FBpp0073492,FBgn0283712,LIMK1,LIM domain kinase 1,,XP_021705789.1,ENSP00000332687.4,ENSMUSP00000015137.4,XP_006558160.2,ENSDARP00000087617.2,XP_037872317.1
LOC124193409,XP_046443163.1,GTPase Era%2C mitochondrial-like,212,576,1820,532,424,258,376,223,,g9902,E02H1.2.1,FBgn0038106,FBpp0082163,FBgn0038106,CG7488,0,,XP_001651093.2,ENSP00000254928.5,ENSMUSP00000021183.4,XP_026295182.1,ENSDARP00000078213.4,XP_004931937.1
LOC124193410,XP_046443165.1,cAMP-dependent protein kinase type I regulatory subunit-like isoform X2,740,2754,12510,8104,16998,4256,4464,2634,,g9904,R07E4.6a.1,FBgn0259243,FBpp0289762,FBgn0259243,Pka-R1,"Protein kinase, cAMP-dependent, regulatory subunit type 1",,XP_021696101.1,ENSP00000466459.1,ENSMUSP00000056500.7,XP_396167.1,ENSDARP00000138282.1,NP_001093295.1
LOC124193411,XP_046443166.1,leukocyte receptor cluster member 1-like,359,1308,2595,1048,1381,696,465,431,,g9907,Y18H1A.2a.1,,FBpp0081708,FBgn0037809,CG12818,0,,XP_001663683.2,ENSP00000222224.3,ENSMUSP00000019878.8,XP_393720.4,,XP_004931515.1
LOC124193413,XP_046443168.1,uncharacterized protein LOC124193413,19,185,4123,5396,11199,3764,3364,2742,,g9905,,FBgn0033240,,,CG2906,0,,,,,,,
LOC124193414,XP_046443170.1,death-associated protein 1-like,103,579,2422,2158,1997,1601,1371,2341,,g9906,,,,,,,,,,,,,
LOC124193416,XP_046443172.1,WD repeat and HMG-box DNA-binding protein 1-like,53,397,416,74,97,62,104,70,,,,,,,,,,,,,,,
