Consensus Name,KAP4 Locus,KAP4 Description,A,C,D,E,F,H,I,M,CON21 Gene #,A,B,C,D,E,F,G,H,I,Fly Gene #,Fly Gene,Fly Description,TF family
Dpul_Gene_2152,LOC124192567,4-hydroxybutyrate coenzyme A transferase-like,257,379,1406,1119,2068,603,484,557,g6218,594,410,309,268,335,593,772,566,474,FBgn0039737,CG7920,0,
Dpul_Gene_2153,LOC124192570,glycosyltransferase 8 domain-containing protein 1-like,911,1162,4027,1165,905,273,220,486,g6206,1068,638,596,437,247,232,147,165,175,FBgn0031220,CG4822,0,
Dpul_Gene_2154,LOC124192571,solute carrier family 25 member 36-A-like isoform X1,117,1283,3065,1561,2933,1805,1313,941,g6203,59,656,779,461,397,800,2345,1154,965,FBgn0031359,Rim2,Replication in mitochondria 2,
Dpul_Gene_2155,LOC124192572,mitochondrial 2-oxoglutarate/malate carrier protein-like,630,1445,5037,2942,3834,1608,1477,1486,g6202,1092,1162,1175,1379,1563,1424,1170,1569,1110,FBgn0039674,CG1907,0,
Dpul_Gene_2156,LOC124192573,hematopoietically-expressed homeobox protein hhex-like,34,160,190,111,229,74,65,67,g6219,8,43,35,3,4,31,86,45,75,FBgn0038852,HHEX,Hematopoietically expressed homeobox,Homeobox
Dpul_Gene_2157,LOC124192574,vacuolar protein sorting-associated protein VTA1 homolog,291,892,2518,926,1264,622,502,389,g6215,624,548,508,415,366,283,378,386,315,,,,
Dpul_Gene_2158,LOC124192575,proteasome inhibitor PI31 subunit-like,240,882,1844,661,1150,482,351,342,g6209,622,865,779,451,427,335,403,477,506,FBgn0033669,PI31,Proteasome inhibitor 31 kDa,
Dpul_Gene_2159,LOC124192576,sensor for unfolded proteins in the ER ire1-like,7,3,210,372,2218,1109,729,1130,g551,5,5,5,20,54,342,1139,1419,1478,,,,
Dpul_Gene_2160,LOC124192577,RNA transcription%2C translation and transport factor protein-like,610,959,2532,891,1160,428,363,498,g6217,1346,708,604,322,233,272,341,319,252,FBgn0051249,CG31249,0,
Dpul_Gene_2161,LOC124192578,protein PXR1-like,1973,20148,28825,5439,4741,1655,2165,1319,g6205,1775,12488,12158,4943,2454,911,1138,1663,897,FBgn0022349,CG1910,0,
Dpul_Gene_2162,LOC124192579,transmembrane protein 107-like,0,21,80,17,32,7,9,2,g6214,2,10,16,20,9,5,5,4,2,,,,
Dpul_Gene_2163,LOC124192580,uncharacterized protein LOC124192580,10,105,1252,672,865,588,501,202,g6204,6,110,173,345,470,375,411,240,138,,,,
Dpul_Gene_2164,LOC124192585,homeobox protein B-H1-like,8,102,262,160,220,65,49,6,g6221,51,42,25,20,23,19,117,83,118,FBgn0264005,Hmx,H6-like-homeobox,
Dpul_Gene_2165,LOC124192586,homeobox protein slou-like,68,375,691,320,355,68,56,15,g6227,48,102,96,64,35,26,152,101,70,,,,
Dpul_Gene_2166,LOC124192588,coiled-coil domain-containing protein 186-like isoform X2,703,1680,5866,2445,3739,1345,1803,1291,g6229,565,436,407,445,624,422,949,1144,885,FBgn0036614,Golgin104,Golgin 104,
Dpul_Gene_2167,LOC124192589,hexosaminidase D-like,772,1270,2310,1143,1663,1265,1057,988,g6228,783,461,428,278,297,277,1035,677,487,FBgn0028499,CG7985,0,
Dpul_Gene_2168,LOC124192592,thyroid transcription factor 1-like,312,1411,3081,1086,1120,432,432,398,g6231,49,154,177,173,128,61,919,611,469,FBgn0000492,Dr,Drop,Homeobox
Dpul_Gene_2169,LOC124192595,protein Peter pan-like isoform X1,3443,6585,9571,1774,1873,933,2359,2315,g6388,3565,3762,2747,972,438,263,820,1497,689,FBgn0010770,ppan,peter pan,
Dpul_Gene_2170,LOC124192596,protein phosphatase PTC7 homolog,300,1004,2693,1303,2091,669,458,347,g6387,687,826,764,489,449,514,583,426,301,FBgn0035228,CG12091,0,
Dpul_Gene_2171,LOC124192598,collagen alpha chain CG42342-like isoform X17,241,3844,8625,3751,5762,1519,1850,940,g6389,82,1138,1442,1002,1202,638,10874,6847,4262,FBgn0259244,CG42342,0,
Dpul_Gene_2172,LOC124192599,sodium-independent sulfate anion transporter-like,22,267,1695,2330,1741,823,830,260,g616,7,155,199,419,1108,329,766,630,312,FBgn0013953,Esp,Epidermal stripes and patches,
Dpul_Gene_2173,LOC124192602,tolloid-like protein 1,1177,3892,7108,4002,7021,1863,1675,757,g6390,443,1319,980,582,802,986,2423,2240,1437,FBgn0004885,tok,tolkin,
Dpul_Gene_2174,LOC124192603,protein odr-4 homolog,499,1738,3631,1538,1364,736,724,899,g6391,1388,1414,1355,872,938,474,597,707,477,FBgn0036286,CG10616,0,
Dpul_Gene_2175,LOC124192604,uncharacterized protein LOC124192604,27,72,388,393,1114,422,407,53,g6393,18,18,20,32,92,126,2201,1402,740,,,,
Dpul_Gene_2176,LOC124192605,SURP and G-patch domain-containing protein 1-like isoform X2,999,4286,11568,5563,12387,3433,3422,2272,g6234,746,1753,1766,1476,1963,1700,3195,2133,2182,FBgn0051550,CG31550,0,
Dpul_Gene_2177,LOC124192606,lachesin-like,30,99,441,331,745,259,220,67,g6236,8,9,11,12,27,40,98,73,43,FBgn0259245,DIP-beta,Dpr-interacting protein beta,
Dpul_Gene_2178,LOC124192607,hypoxia up-regulated protein 1-like,4797,14926,39117,18555,13824,4608,10205,7717,g957,4500,6436,6084,5247,6177,3143,2792,6033,3581,FBgn0023529,CG2918,0,
Dpul_Gene_2179,LOC124192608,tRNA (adenine(37)-N6)-methyltransferase-like,283,955,2117,623,762,426,491,468,g6233,790,986,940,428,337,276,359,340,242,,,,
Dpul_Gene_2180,LOC124192609,survival motor neuron protein-like,476,963,1117,254,250,115,188,308,g6235,679,691,575,181,95,49,58,105,84,FBgn0036641,Smn,survival motor neuron,
Dpul_Gene_2181,LOC124192610,ras GTPase-activating-like protein IQGAP1,3897,7397,6229,541,714,561,659,3017,g6239,3214,1673,1613,316,71,53,367,722,729,FBgn0002789,Mp20,Muscle protein 20,
Dpul_Gene_2182,LOC124192611,lon protease homolog%2C mitochondrial-like isoform X2,1643,6867,20978,8605,9267,3177,4474,2905,g6248,1519,1729,1811,1092,686,692,1383,2062,996,FBgn0036892,Lon,Lon protease,
Dpul_Gene_2183,LOC124192612,nucleobindin-2-like isoform X2,2531,6994,22593,11822,10086,5398,6652,5338,g6241,2478,2931,2832,2620,3756,2145,2982,3701,2071,FBgn0052190,NUCB1,NUCB1,
Dpul_Gene_2184,LOC124192613,DET1 homolog isoform X1,458,1533,2964,958,943,468,443,429,g6243,639,790,687,320,285,170,410,340,243,FBgn0000018,abo,abnormal oocyte,
Dpul_Gene_2185,LOC124192614,ankyrin repeat and LEM domain-containing protein 1-like,446,2056,1467,162,154,129,129,214,g6247,484,1268,1088,213,72,39,159,147,101,FBgn0032934,CG8679,0,
Dpul_Gene_2186,LOC124192616,ecdysone 20-monooxygenase-like,305,907,2210,576,956,1027,669,2466,g6240,493,343,265,147,180,83,235,333,287,FBgn0003388,shd,shade,
Dpul_Gene_2187,LOC124192617,uncharacterized protein LOC124192617,490,3550,9970,4733,6015,2376,1241,4589,g6238,567,2212,1252,703,391,1173,915,877,1005,FBgn0031538,CG3246,0,
Dpul_Gene_2188,LOC124192618,glycosylated lysosomal membrane protein A-like,894,1505,3587,1093,1378,474,395,826,g6246,2539,1106,867,389,297,262,407,305,274,FBgn0019932,SamDC,S-adenosylmethionine decarboxylase,
Dpul_Gene_2189,LOC124192619,uncharacterized protein LOC124192619 isoform X2,0,0,33,1073,690,398,370,111,g6249,1,3,5,14,410,514,26,249,79,,,,
Dpul_Gene_2190,LOC124192620,cyclin-dependent kinase 7-like,617,1409,2243,558,521,267,372,515,g6244,1244,921,773,277,160,101,76,199,154,FBgn0263237,Cdk7,Cyclin-dependent kinase 7,
Dpul_Gene_2191,LOC124192621,NADH-quinone oxidoreductase subunit B 2-like,539,1714,5002,3205,6762,1990,1698,1055,g6245,1342,1590,1672,1654,2066,3308,2567,2173,1324,FBgn0030718,ND-20,NADH dehydrogenase (ubiquinone) 20 kDa subunit,
Dpul_Gene_2192,LOC124192622,cAMP-regulated phosphoprotein 19-A-like,2373,6130,8965,3272,6196,1984,2308,2280,g6242,4275,4243,3659,1595,1500,1246,1613,1576,1157,FBgn0061515,endos,endosulfine,
Dpul_Gene_2193,LOC124192624,uncharacterized protein LOC124192624,10,5,41,1053,631,410,450,246,g6254,72,15,7,11,337,372,51,200,120,,,,
Dpul_Gene_2194,LOC124192627,uncharacterized protein LOC124192627 isoform X2,0,1,563,966,1059,278,343,105,g6255,1,1,1,64,162,300,21,65,117,FBgn0052407,CG32407,0,
Dpul_Gene_2195,LOC124192630,cation channel sperm-associated protein 2-like,0,0,414,678,1077,247,280,60,g6258,0,10,24,801,887,2271,128,450,958,,,,
Dpul_Gene_2196,LOC124192631,uncharacterized protein LOC124192631,22,2056,3968,1951,2476,800,1019,301,g6261,10,590,793,914,1061,379,2329,1782,1085,FBgn0035267,CG13921,0,
Dpul_Gene_2197,LOC124192632,uncharacterized protein LOC124192632,110,90,69,60,193,130,232,261,g23937,11,33,35,56,67,28,142,80,97,,,,
Dpul_Gene_2198,LOC124192633,uncharacterized protein LOC124192633,7,22,310,811,1424,295,435,108,g6259,3,18,19,85,201,658,355,396,786,,,,
Dpul_Gene_2199,LOC124192634,origin recognition complex subunit 4-like,169,507,459,74,59,55,40,67,g6260,881,520,490,109,45,32,73,101,62,FBgn0023181,Orc4,Origin recognition complex subunit 4,
Dpul_Gene_2200,LOC124192635,huntingtin-like isoform X1,703,3695,9454,3900,5329,2356,2433,1570,g6264,425,692,603,996,957,869,3035,2986,2285,FBgn0027655,htt,huntingtin,
Dpul_Gene_2201,LOC124192636,SEC23-interacting protein-like,164,495,1071,484,850,220,267,266,g6263,249,296,308,265,257,262,469,525,452,FBgn0031990,PAPLA1,Phosphatidic Acid Phospholipase A1,
Dpul_Gene_2202,LOC124192640,kinesin-like protein KIN-14E,0,15,877,914,2163,586,836,156,g740,0,5,10,177,396,284,175,371,480,FBgn0001308,Khc,Kinesin heavy chain,
Dpul_Gene_2203,LOC124192642,aminopeptidase N-like isoform X2,127,742,1057,838,5223,1178,1007,1214,g6192,14,250,165,146,473,259,828,682,702,FBgn0039640,CG14516,0,
Dpul_Gene_2204,LOC124192643,aminopeptidase N-like,183,99,4917,2216,17002,3822,3834,2637,g6191,46,40,86,651,313,1625,3274,3676,4028,,,,
Dpul_Gene_2205,LOC124192646,46 kDa FK506-binding nuclear protein-like,0,1,5,2,4,1,3,2,g6196,8,8,8,3,4,10,7,6,9,FBgn0013269,Fkbp39,FK506-binding protein 39kD,
Dpul_Gene_2206,LOC124192648,hypoxia-inducible factor 1-alpha-like isoform X2,2472,6383,14946,8816,20023,11899,11026,9915,g6466,784,1011,763,591,629,1109,10642,7929,5067,FBgn0266411,sima,similar,
Dpul_Gene_2207,LOC124192649,cyclin-J-like,378,525,1149,442,961,291,289,723,g661,950,355,287,215,207,184,186,252,301,,,,
Dpul_Gene_2208,LOC124192650,activating transcription factor 3-like isoform X3,19,17,454,919,1970,754,746,789,g6467,10,6,5,21,149,167,1906,696,666,FBgn0028550,Atf3,Activating transcription factor 3,bZIP
Dpul_Gene_2209,LOC124192651,actin-related protein 2,1325,4958,12424,4623,5264,1597,2241,1262,g6468,1157,2267,2247,1737,1455,1187,1389,1468,818,FBgn0011742,Arp2,Actin-related protein 2,
Dpul_Gene_2210,LOC124192652,AMP deaminase 2-like isoform X6,251,637,4608,5444,13634,4642,3182,3051,g6471,423,488,513,1208,1754,2801,5633,3321,3350,FBgn0052626,AMPdeam,AMP deaminase,
Dpul_Gene_2211,LOC124192654,uncharacterized protein LOC124192654 isoform X1,301,756,2653,1184,2962,1453,754,799,g6472,303,337,349,314,242,369,608,464,707,FBgn0026319,Traf4,TNF-receptor-associated factor 4,
Dpul_Gene_2212,LOC124192655,macro domain-containing protein CT2219-like isoform X3,181,525,1845,840,1226,438,281,261,g6469,442,899,911,679,629,675,463,397,312,FBgn0042135,Gdap2,Gdap2,
Dpul_Gene_2213,LOC124192656,ATP synthase-coupling factor 6%2C mitochondrial-like,1147,3358,9337,6528,12859,3900,3323,1995,g6470,2938,3384,3875,4222,5034,7780,4520,4150,2272,FBgn0016119,ATPsynCF6,"ATP synthase, coupling factor 6",
Dpul_Gene_2214,LOC124192657,homeobox protein unplugged-like,2,144,97,39,46,17,16,3,g6473,0,53,66,22,28,16,22,20,10,FBgn0015561,unpg,unplugged,Homeobox
Dpul_Gene_2215,LOC124192660,calpain-A-like isoform X5,185,2497,14149,9400,27986,9032,9068,4129,g6474,2150,2025,2510,3956,5482,8756,22477,13796,7222,FBgn0012051,CalpA,Calpain-A,
Dpul_Gene_2216,LOC124192661,glutamic acid-rich protein-like,0,5,38,9,36,3,3,0,g1150,0,19,20,3,1,4,6,5,4,,,,
Dpul_Gene_2217,LOC124192662,mucin-2-like isoform X3,2,13,23,59,957,1842,435,563,g1364,7,16,15,14,16,1118,1573,680,954,FBgn0264488,CG43896,0,
Dpul_Gene_2218,LOC124192668,probable methyltransferase-like protein 24,5,0,8,14,15,32,25,16,g1218,5,3,1,3,26,19,14,35,19,FBgn0031149,Stt3A,Catalytic subunit 3A of the oligosaccharyltransferase complex,
Dpul_Gene_2219,LOC124192669,doublesex- and mab-3-related transcription factor A2-like,0,6,232,59,90,21,20,2,g6475,0,1,2,13,11,3,42,37,13,,,,
Dpul_Gene_2220,LOC124192670,NF-X1-type zinc finger protein NFXL1-like,898,2208,5219,2015,1277,467,1121,1157,g6477,571,475,459,388,400,158,222,805,530,FBgn0035518,CG15011,0,zf-NF-X1
Dpul_Gene_2221,LOC124192671,acyl-CoA Delta-9 desaturase-like isoform X3,6,145,603,303,680,250,201,105,g6476,3,37,40,66,83,144,158,153,149,FBgn0086687,Desat1,Desaturase 1,
Dpul_Gene_2222,LOC124192672,uncharacterized transmembrane protein DDB_G0289901-like,15,21,152,306,1081,276,289,57,g6480,5,7,4,22,53,91,2167,1641,1116,FBgn0261611,CG42700,0,
Dpul_Gene_2223,LOC124192673,uncharacterized protein LOC124192673,162,932,3046,4538,3630,1606,1907,654,g6483,35,95,74,236,921,837,407,1290,840,FBgn0037992,CG4702,0,
Dpul_Gene_2224,LOC124192675,H(+)/Cl(-) exchange transporter 4-like isoform X2,2696,6076,10921,4450,6021,2712,2933,2058,g6484,2980,1424,1064,542,514,559,2665,2109,1419,FBgn0036566,ClC-c,Chloride channel-c,
Dpul_Gene_2225,LOC124192676,eukaryotic translation initiation factor 4 gamma 2-like,9008,26212,40732,17119,18448,6174,7681,8948,g6487,6127,7838,5518,2724,3208,2186,7276,7040,4509,FBgn0010488,NAT1,NAT1,
Dpul_Gene_2226,LOC124192677,proton channel OtopLc-like isoform X4,0,0,61,211,5614,1538,2419,1681,g6486,0,0,0,1,8,535,697,897,745,FBgn0259150,OtopLc,Otopetrin-like c,
Dpul_Gene_2227,LOC124192678,proton channel OtopLc-like,0,3,108,146,1009,191,426,333,g6485,0,0,0,4,19,221,611,409,285,FBgn0259150,OtopLc,Otopetrin-like c,
Dpul_Gene_2228,LOC124192679,beta-1%2C4-glucuronyltransferase 1-like,0,7,142,225,603,179,158,26,g6481,0,2,3,7,23,32,237,149,95,FBgn0041706,CG3253,0,
Dpul_Gene_2229,LOC124192681,bromodomain-containing protein 4A-like isoform X1,4488,21408,32691,11165,16546,7087,8107,5171,g1470,1542,3235,2808,1588,1110,938,11130,8956,6261,FBgn0004656,fs(1)h,female sterile (1) homeotic,zeste
Dpul_Gene_2230,LOC124192684,protein kinase C-binding protein NELL1-like isoform X2,160,664,2189,967,1698,309,306,395,g6490,127,84,139,116,59,125,593,481,420,FBgn0053196,dpy,dumpy,
Dpul_Gene_2231,LOC124192685,uncharacterized protein LOC124192685 isoform X2,900,3522,5394,1713,2099,713,782,579,g6493,1583,2412,2488,1431,1171,517,655,437,205,FBgn0036198,crim,crimpled,
Dpul_Gene_2232,LOC124192686,nucleolar and coiled-body phosphoprotein 1-like,2797,3871,7191,2135,2415,981,1097,1560,g6495,3177,1108,837,426,329,199,603,607,518,FBgn0036958,CG17233,0,
Dpul_Gene_2233,LOC124192687,X-box-binding protein 1-like,135,1092,3235,2446,1960,1733,3092,1482,g6496,100,633,753,612,1360,466,1724,1392,641,FBgn0021872,Xbp1,X box binding protein-1,bZIP
Dpul_Gene_2234,LOC124192688,uncharacterized protein LOC124192688 isoform X1,9405,43963,54602,14287,10185,5103,7475,6382,g6494,10835,27205,24467,8469,6187,1772,3159,5476,3479,FBgn0039536,unc80,uncoordinated 80,
Dpul_Gene_2235,LOC124192690,G protein-coupled receptor kinase 1-like,1000,3762,7989,4672,9494,2958,3163,1884,g6497,362,398,306,183,210,362,5123,3642,2283,FBgn0260798,Gprk1,G protein-coupled receptor kinase 1,
Dpul_Gene_2236,LOC124192691,T-box transcription factor TBX5-like,0,940,2883,1277,1509,324,235,76,g6499,1,143,207,113,36,94,404,286,211,FBgn0021767,org-1,optomotor-blind-related-gene-1,T-box
Dpul_Gene_2237,LOC124192692,RNA-binding protein cabeza-like isoform X1,1907,7179,10846,2607,2849,973,2034,1666,g6501,10113,14083,14869,7183,4706,1692,1654,3046,1881,FBgn0285954,caz,cabeza,
Dpul_Gene_2238,LOC124192693,protein zwilch homolog,1034,1578,1798,167,320,180,194,421,g1474,1977,945,860,233,54,38,96,166,169,FBgn0037526,ArgRS-m,"Arginyl-tRNA synthetase, mitochondrial",
Dpul_Gene_2239,LOC124192694,nuclear transcription factor Y subunit beta-like,4479,33322,38201,313,430,24,30,43,g6502,1231,16974,14581,2709,42,60,13,18,8,FBgn0028543,NimB2,Nimrod B2,
Dpul_Gene_2240,LOC124192695,DNA repair protein RAD51 homolog 4-like,22,145,276,54,51,63,55,37,g6500,252,208,196,62,33,11,14,26,30,FBgn0033389,Rad51D,Rad51 recombinase D,
Dpul_Gene_2241,LOC124192697,ubiquitin-protein ligase E3B-like,803,2198,5434,1963,4038,1498,1074,973,g6503,724,776,638,398,316,433,1312,918,777,FBgn0035953,CG5087,0,
Dpul_Gene_2242,LOC124192698,uncharacterized protein LOC124192698,10,108,1795,1531,1949,783,797,435,g6506,11,80,111,483,896,413,2364,2136,1139,FBgn0030065,CG12075,0,
Dpul_Gene_2243,LOC124192699,high affinity copper uptake protein 1-like,140,1476,4712,2412,7022,1649,1533,2425,g1469,186,558,886,1308,1610,1599,1781,1407,1229,FBgn0062413,Ctr1A,Copper transporter 1A,
Dpul_Gene_2244,LOC124192700,RING finger protein 37-like isoform X1,94,365,697,219,222,163,185,143,g6505,80,53,38,23,11,15,199,168,161,FBgn0039767,CG2218,0,
Dpul_Gene_2245,LOC124192701,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1-like,229,472,1210,448,679,408,277,258,g6507,347,218,205,140,139,141,264,206,151,FBgn0032702,CG10376,0,
Dpul_Gene_2246,LOC124192702,ribosome maturation protein SBDS-like,460,1433,2455,603,623,372,399,424,g6504,1017,1210,1009,447,279,173,194,268,183,FBgn0035714,CG8549,0,
Dpul_Gene_2247,LOC124192707,CUB and sushi domain-containing protein 1-like,33,630,4696,1267,9998,2395,2850,2726,g6509,96,142,233,575,384,722,7820,4264,2428,FBgn0001083,fw,furrowed,
Dpul_Gene_2248,LOC124192708,uncharacterized protein LOC124192708,4,0,2,1,10,309,361,273,g1475,14,2,0,0,2,4,1308,454,32,,,,
Dpul_Gene_2249,LOC124192709,lactase-phlorizin hydrolase-like,30,265,1616,1606,1213,636,241,338,g6510,6,18,12,31,94,399,494,307,557,FBgn0036659,CG9701,0,
Dpul_Gene_2250,LOC124192710,MKI67 FHA domain-interacting nucleolar phosphoprotein-like,5854,12670,15457,2424,2478,1646,3370,3053,g6512,4576,5336,3904,1144,460,307,1057,1826,728,FBgn0038989,CG6937,0,
Dpul_Gene_2251,LOC124192711,succinate--hydroxymethylglutarate CoA-transferase-like,66,459,1071,524,1023,429,364,208,g6511,51,62,68,57,93,139,266,247,174,FBgn0038804,CG10877,0,
Dpul_Gene_2252,LOC124192712,protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha-like,501,1477,3400,1053,1381,434,531,366,g6515,970,880,743,359,293,247,271,350,186,FBgn0031633,Fnta,Farnesyl transferase alpha,
Dpul_Gene_2253,LOC124192713,homeobox protein MOX-2-like,2,704,587,247,301,92,60,12,g6514,1,217,224,42,16,51,88,54,27,,,,
Dpul_Gene_2254,LOC124192716,uncharacterized protein C2orf42 homolog,647,1982,3489,1022,1494,1175,852,632,g6516,735,721,535,265,212,170,1005,607,486,FBgn0039663,CG2321,0,
Dpul_Gene_2255,LOC124192718,E3 ubiquitin-protein ligase TRAIP-like,553,1422,1467,231,278,170,158,277,g6520,659,668,617,314,231,135,294,225,149,FBgn0034314,nopo,no poles,
Dpul_Gene_2256,LOC124192719,ankyrin repeat domain-containing protein 13C-A-like,175,766,2193,1024,1689,599,474,421,g6519,164,213,197,134,155,173,416,337,306,FBgn0034304,CG5742,0,
Dpul_Gene_2257,LOC124192720,paired mesoderm homeobox protein 2A-like isoform X1,19,169,566,295,485,243,189,97,g6517,7,33,44,72,61,66,168,98,79,FBgn0011701,repo,reversed polarity,Homeobox
Dpul_Gene_2258,LOC124192722,transcription initiation factor TFIID subunit 8-like,259,1150,2151,752,1030,352,289,252,g6522,510,530,536,295,238,187,268,209,135,FBgn0022724,Taf8,TBP-associated factor 8,
Dpul_Gene_2259,LOC124192724,uncharacterized protein LOC124192724,18,689,2443,2199,8125,2265,2524,1466,g6527,8,101,112,247,443,284,4470,2538,1464,FBgn0037796,CG12814,0,
Dpul_Gene_2260,LOC124192725,uncharacterized protein LOC124192725,0,16,61,46,255,79,71,176,g6529,0,2,3,4,7,33,88,55,54,FBgn0261286,Mat89Ba,Maternal transcript 89Ba,
Dpul_Gene_2261,LOC124192726,tissue inhibitor of metalloproteinase-like,0,0,94,250,668,170,164,55,g6525,0,0,0,6,33,44,381,208,88,FBgn0025879,Timp,Tissue inhibitor of metalloproteases,
Dpul_Gene_2262,LOC124192728,uncharacterized protein LOC124192728,0,190,86,8,9,9,4,4,g6530,0,37,71,1,2,3,2,2,1,,,,
Dpul_Gene_2263,LOC124192729,lymphokine-activated killer T-cell-originated protein kinase-like,521,1822,1300,88,90,41,44,242,g6531,857,664,563,128,44,18,49,66,65,FBgn0030864,CG8173,0,
Dpul_Gene_2264,LOC124192730,uncharacterized protein LOC124192730,0,0,34,105,378,207,229,21,g6532,0,0,0,3,23,30,734,483,227,,,,
Dpul_Gene_2265,LOC124192733,protein HIRA homolog,1702,4639,6682,1468,1306,930,1160,1356,g6535,1505,1380,1197,485,375,147,589,732,593,FBgn0022786,Hira,Hira,
Dpul_Gene_2266,LOC124192734,pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3-like,7647,15129,16503,2501,2954,3272,6208,5216,g6534,5636,5108,3310,875,354,261,2516,3490,1633,FBgn0030720,CG8939,0,
Dpul_Gene_2267,LOC124192735,origin recognition complex subunit 1-like isoform X1,2609,3510,2763,397,604,300,551,2254,g6537,2520,1258,957,205,130,407,566,506,692,FBgn0286788,Orc1,Origin recognition complex subunit 1,
Dpul_Gene_2268,LOC124192736,NADPH oxidase 5-like isoform X2,15,56,1814,684,17026,1451,1230,1629,g6536,21,17,19,490,449,848,482,521,1396,FBgn0085428,Nox,NADPH oxidase,
Dpul_Gene_2269,LOC124192738,ion transport peptide-like,0,0,2,55,149,43,35,0,g1409,0,0,0,2,30,63,47,24,5,FBgn0035023,ITP,Ion transport peptide,
Dpul_Gene_2270,LOC124192739,uncharacterized protein LOC124192739,16,85,64,18,26,31,15,18,g6533,22,64,57,17,17,30,64,36,123,FBgn0038395,CG10407,0,
Dpul_Gene_2271,LOC124192744,polyamine-transporting ATPase 13A3-like isoform X3,368,162,328,409,868,247,186,792,g6538,12,4,2,0,1,33,281,90,119,,,,
Dpul_Gene_2272,LOC124192745,aspartate--tRNA ligase%2C cytoplasmic-like,1371,6481,13371,5379,6642,1502,2295,2312,g6540,1485,3144,2882,1602,1225,1245,1077,2056,1236,FBgn0002069,AspRS,Aspartyl-tRNA synthetase,
