CON21 Name,A,B,C,D,E,F,G,H,I,Fly Name (ZQ),Fly Description (ZQ),KAP4 Protein,KAP4 Locus,KAP4 Descritpion,C. elegans,Human,Honeybee,Mouse,Zebrafish,Silkworm,Mosquito,Cluster
g17384,82,894,867,550,528,508,7199,5134,3076,klg,klingon,XP_046452698.1,LOC124200480,protein amalgam-like isoform X1,F41D9.3a.1,ENSP00000485357.2,,ENSMUSP00000141700.2,ENSDARP00000102597.3,,,1
g8436,78,287,349,605,1052,730,7133,3456,2864,ry,rosy,XP_046443144.1,LOC124193401,xanthine dehydrogenase/oxidase-like,F55B11.1.1,ENSP00000368727.3,XP_026298538.1,ENSMUSP00000024866.5,ENSDARP00000072020.5,NP_001037325.1,XP_001662131.2,1
g6026,2523,6817,6388,4921,4957,2761,6502,6798,6221,CG42724,0,XP_046438545.1,LOC124190063,transcription elongation regulator 1-like,ZK1127.9a.1,ENSP00000377943.2,XP_006568342.1,ENSMUSP00000025375.9,ENSDARP00000131766.1,XP_037875970.1,XP_021710551.1,7
g12050,797,3188,3569,1594,1041,845,6562,2510,2338,Pdcd4,Programmed cell death 4,XP_046448457.1,LOC124197192,programmed cell death protein 4-like,,ENSP00000376816.2,,ENSMUSP00000133135.2,ENSDARP00000148546.1,XP_037875697.1,XP_021694820.1,7
g22464,458,1519,1453,909,535,346,6520,4543,3371,fra,frazzled,XP_046458801.1,LOC124205416,neogenin-like isoform X1,T19B4.7.1,ENSP00000453200.1,XP_001122444.2,ENSMUSP00000150600.2,ENSDARP00000147445.1,XP_037871329.1,XP_021695193.1,1
g16760,74,1262,1241,994,858,751,6493,3517,2006,Dscam1,Down syndrome cell adhesion molecule 1,XP_046451852.1,LOC124199894,Down syndrome cell adhesion molecule-like protein Dscam2 isoform X22,,ENSP00000498407.1,XP_026295729.1,ENSMUSP00000034592.10,ENSDARP00000108538.1,XP_037870629.1,XP_021705587.1,1
g26984,91,363,443,665,985,975,6469,2012,2273,CG9005,0,XP_046462221.1,LOC124208508,protein FAM214A-like,T10D4.8.1,ENSP00000484641.1,XP_026300542.1,ENSMUSP00000080442.6,ENSDARP00000059207.4,XP_037871517.1,,1
g17461,2,131,160,91,64,26,6414,3427,1551,abd-A,abdominal A,XP_046452015.1,LOC124199975,homeobox protein abdominal-A homolog isoform X2,,,XP_394120.4,,,NP_001107631.1,XP_021694192.1,1
g1691,93,1612,1879,1123,803,377,6308,5124,3897,CG34347,0,XP_046437303.1,LOC124188605,band 4.1-like protein 4A isoform X1,,,XP_006559144.1,,ENSDARP00000058626.5,,XP_021692922.1,14
g5198,0,5,9,84,251,446,6302,3930,2098,para,paralytic,XP_046439110.1,LOC124190482,sodium channel protein para-like isoform X6,T02C5.5p.1,ENSP00000283256.6,XP_006561600.1,ENSMUSP00000143882.2,ENSDARP00000013108.7,XP_037874217.1,XP_021708042.1,4
g580,530,3611,2752,1048,518,1334,6248,6019,4279,LanB2,Laminin B2,XP_046437174.1,LOC124188525,laminin subunit gamma-1-like isoform X1,C54D1.5.1,ENSP00000258341.3,XP_026299738.1,ENSMUSP00000027752.9,ENSDARP00000024860.6,XP_004932814.1,XP_021695353.1,1
g2210,6,108,125,72,72,38,6118,4088,2725,,,XP_046454949.1,LOC124202646,Krueppel-like factor 3,,ENSP00000417303.1,XP_006566997.1,ENSMUSP00000044317.5,ENSDARP00000118429.1,XP_037870158.1,XP_021706486.1,14
g1998,11,102,105,270,348,130,6108,2354,1299,Lrt,Leucine-rich tendon-specific protein,XP_046437935.1,LOC124189023,uncharacterized protein LOC124189023,C44H4.2.1,ENSP00000368436.4,XP_623776.4,ENSMUSP00000074360.7,ENSDARP00000099511.4,XP_012552140.1,XP_021696189.1,1
g5739,6,362,462,242,163,384,6012,3814,662,CG42346,0,XP_046440606.1,LOC124191442,extensin-like,,,XP_006565398.1,,,XP_012551451.2,XP_021707548.1,1
g26725,21,97,25,51,214,186,5862,3184,2287,Exn,Ephexin,XP_046463529.1,LOC124209544,serine-rich adhesin for platelets-like isoform X2,,,,,,,,1
g1608,528,2821,3131,2304,2085,987,5719,5673,5413,CG43980,0,XP_046437699.1,LOC124188840,uncharacterized protein LOC124188840 isoform X2,,ENSP00000410157.2,XP_623585.4,ENSMUSP00000075566.4,ENSDARP00000083546.4,XP_037870820.1,XP_001662621.2,14
g18540,344,1579,1654,1430,1097,414,5699,4069,2605,ec,echinus,XP_046455505.1,LOC124202990,uncharacterized protein LOC124202990 isoform X1,,ENSP00000510202.1,XP_016767365.2,ENSMUSP00000036214.8,ENSDARP00000127217.1,XP_004931139.2,XP_021699671.1,1
g23710,20,226,411,100,1649,37,5627,3084,1144,,,,,,,,,,,,,4
g7025,47,591,795,662,318,172,5555,2449,1369,pnt,pointed,XP_046442657.1,LOC124193047,ETS-like protein pointed isoform X2,,ENSP00000441430.1,XP_016770015.1,ENSMUSP00000139107.2,ENSDARP00000131539.1,XP_012544405.1,XP_021694083.1,1
g16961,187,621,639,514,359,213,5527,3611,2066,Sema2a,Semaphorin 2a,XP_046453508.1,LOC124201105,semaphorin-2A-like isoform X1,Y71G12B.20a.1,,XP_392426.3,,,XP_037873205.1,XP_021698227.1,4
g2156,181,836,756,587,539,296,5459,4241,2904,ptc,patched,XP_046464668.1,LOC124210569,protein patched-like,ZK675.1a.1,ENSP00000332353.6,XP_026296487.1,ENSMUSP00000021921.6,ENSDARP00000121513.1,XP_004930076.2,XP_001656017.2,1
g2091,1180,3300,2984,1680,1463,1167,5338,3764,2437,tgo,tango,XP_046464500.1,LOC124210469,aryl hydrocarbon receptor nuclear translocator homolog isoform X5,C25A1.11.1,ENSP00000427571.1,XP_006558859.1,ENSMUSP00000102779.2,ENSDARP00000136894.1,XP_004930197.1,XP_021702901.1,7
g8461,143,1113,1306,1222,806,320,5321,3225,2040,,,XP_046445328.1,LOC124194962,epidermal growth factor receptor-like isoform X1,ZK1067.1c.1,ENSP00000342235.4,XP_026297216.1,ENSMUSP00000112713.2,ENSDARP00000106313.2,XP_004929799.3,XP_021702635.1,1
g23714,14,104,127,182,736,172,5305,2511,674,Nmdar1,NMDA receptor 1,XP_046460480.1,LOC124207187,uncharacterized protein LOC124207187,,,,,,,,1
g1641,1330,5188,4159,2068,1836,1676,4173,4063,2762,dpy,dumpy,XP_046437800.1,LOC124188900,uncharacterized protein LOC124188900,F17E5.1b.1,ENSP00000478528.1,XP_006566445.2,ENSMUSP00000144737.2,ENSDARP00000151087.1,XP_037877780.1,XP_021701677.1,7
g19745,1078,3059,2598,1642,819,755,5176,4045,3992,CG34401,0,XP_046455669.1,LOC124203124,zinc finger SWIM domain-containing protein 8 homolog,R09E10.7.1,ENSP00000474043.1,XP_006560647.1,ENSMUSP00000153285.2,ENSDARP00000145360.1,XP_021203027.2,XP_021702673.1,1
g2190,390,1394,1072,581,558,571,5129,3360,2531,btl,breathless,XP_046436743.1,LOC124188264,fibroblast growth factor receptor 4-like isoform X2,F58A3.2n.1,ENSP00000380297.4,XP_026301103.1,ENSMUSP00000130856.3,ENSDARP00000011898.9,XP_012553037.2,XP_021693077.1,1
g1471,81,649,718,801,1076,1032,4915,2841,3171,,,,,,,,,,,,,1
g10336,252,1118,799,162,88,66,4914,3519,2026,CCY,Coiled-Coils Y,XP_046445631.1,LOC124195327,protein dead ringer-like,T23D8.8.1,ENSP00000464969.3,XP_016766275.1,ENSMUSP00000116411.3,ENSDARP00000146856.1,XP_037873444.1,XP_021697345.1,1
g17314,104,559,655,538,739,222,4899,2826,2340,f,forked,XP_046452206.1,LOC124200127,uncharacterized protein LOC124200127,,ENSP00000261368.8,,ENSMUSP00000111069.3,ENSDARP00000131199.1,,,2
g9613,129,659,659,597,487,264,4837,3028,1668,,,XP_046445315.1,LOC124194952,netrin receptor UNC5C-like isoform X2,B0273.4a.1,ENSP00000406022.1,XP_006558293.2,ENSMUSP00000118212.2,ENSDARP00000045950.6,,,1
g13916,64,231,244,300,255,176,4799,3330,2555,ush,u-shaped,XP_046449679.1,LOC124198072,zinc finger protein ush-like isoform X1,,,XP_016770319.2,,ENSDARP00000138560.1,XP_012548433.1,XP_021703888.1,4
g7127,178,893,875,1114,1450,1117,4797,3881,2369,tutl,turtle,XP_046442817.1,LOC124193176,protein turtle-like isoform X3,SSSD1.1b.1,ENSP00000317980.8,XP_026296246.1,ENSMUSP00000110902.2,ENSDARP00000091910.5,XP_037870522.1,XP_021703975.1,4
g21092,764,1957,1457,806,519,411,4733,3839,2896,Nipped-B,Nipped-B,XP_046458121.1,LOC124204921,nipped-B-like protein B,Y43H11AL.3a.2,ENSP00000406266.2,XP_026297371.1,ENSMUSP00000059385.7,ENSDARP00000081295.5,XP_037869090.1,XP_021703191.1,1
g13400,764,2292,2295,1592,1879,1325,4704,2153,1334,ref(2)P,refractory to sigma P,XP_046450054.1,LOC124198296,sequestosome-1-like,T12G3.1b.1,ENSP00000424477.1,XP_392222.3,ENSMUSP00000118662.2,ENSDARP00000117113.1,XP_004932349.1,XP_021700598.1,7
g5100,180,897,763,1304,1117,528,4646,3190,2814,rols,rolling pebbles,XP_046439277.1,LOC124190571,protein TANC1-like isoform X1,F36H1.2c.1,ENSP00000387593.2,,ENSMUSP00000097904.4,ENSDARP00000100290.4,XP_021206644.2,XP_021708758.1,4
g20497,74,666,758,304,215,152,4578,2988,1655,grn,grain,XP_046459238.1,LOC124205773,GATA-binding factor C-like isoform X1,W09C2.1f.1,ENSP00000368632.3,XP_026298101.1,ENSMUSP00000100041.4,ENSDARP00000017572.6,XP_021207452.1,XP_021693419.1,4
g4261,509,1524,1248,854,837,790,4561,2962,2422,,,,,,,,,,,,,1
g18606,438,1710,1537,1498,1804,1857,4534,2887,3168,,,,,,,,,,,,,1
g26143,47,294,334,239,548,440,4493,2921,1697,Lon,Lon protease,XP_046463425.1,LOC124209475,uncharacterized protein LOC124209475 isoform X1,,ENSP00000493088.1,,ENSMUSP00000059637.8,ENSDARP00000126765.1,,,1
g481,32,13,13,32,91,198,4468,2446,1690,Pde1c,Phosphodiesterase 1c,XP_046451287.1,LOC124199416,cGMP-inhibited 3'%2C5'-cyclic phosphodiesterase A-like isoform X2,E01F3.1b.1,ENSP00000351957.3,,ENSMUSP00000038749.8,ENSDARP00000142844.1,,,4
g1879,15,2,2,7,104,234,4430,907,402,,,XP_046437017.1,LOC124188426,thymidine phosphorylase-like,,,,,,,,1
g14327,368,1330,1295,1250,1284,1611,4404,2664,2892,l(1)G0196,lethal (1) G0196,XP_046450455.1,LOC124198594,inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase-like isoform X1,F46F11.1a.1,ENSP00000351126.3,XP_026300731.1,ENSMUSP00000108466.2,ENSDARP00000102480.3,XP_012549444.1,XP_021696451.1,14
g2318,107,971,874,729,901,403,4354,2145,1125,PsGEF,Protostome-specific GEF,XP_046456085.1,LOC124203452,growth arrest-specific protein 1-like,F27E5.4.1,ENSP00000298743.7,XP_026296702.1,ENSMUSP00000153311.2,ENSDARP00000088818.2,XP_037873592.1,,1
g9094,214,1263,1247,1471,1702,1341,4338,1887,1566,Cib2,Calcium and integrin binding family member 2,XP_046443302.1,LOC124193493,perilipin-4-like isoform X2,F30A10.1.1,ENSP00000333873.6,,,,XP_004933496.1,,7
g1503,73,814,1135,1040,997,894,4329,2355,1436,trol,terribly reduced optic lobes,XP_046437323.1,LOC124188618,agrin-like isoform X5,F41G3.12.1,ENSP00000498543.1,XP_026300067.1,ENSMUSP00000101199.3,ENSDARP00000136178.2,XP_037866866.1,,1
g5515,378,1216,1170,840,1119,982,4314,3778,2364,Synd,Syndapin,XP_046440372.1,LOC124191280,protein kinase C and casein kinase substrate in neurons protein 1-like isoform X2,F45E1.7a.2,ENSP00000439639.1,XP_026300108.1,ENSMUSP00000131504.2,ENSDARP00000136926.1,XP_021207780.1,XP_021703280.1,1
g11441,42,271,340,393,260,79,4232,2828,1632,CG43163,0,XP_046447137.1,LOC124196263,tetratricopeptide repeat protein 28-like isoform X1,F32A6.4a.2,ENSP00000381003.2,XP_397392.5,ENSMUSP00000137609.2,ENSDARP00000146543.1,XP_012548261.1,XP_021710831.1,1
g3761,85,600,608,879,2411,950,4207,3172,1559,Nost,Nostrin,XP_046454603.1,LOC124202314,uncharacterized protein LOC124202314,C36E8.4.1,ENSP00000318921.7,XP_026301647.1,ENSMUSP00000036923.8,ENSDARP00000147277.1,XP_037868755.1,XP_021708949.1,4
g10727,130,54,54,237,303,281,4199,2333,2211,ttk,tramtrack,XP_046446192.1,LOC124195690,protein tramtrack%2C alpha isoform-like,W02G9.2b.1,,XP_026295212.1,,,XP_004924639.1,XP_021706659.1,1
g12705,29,746,779,815,1578,702,4157,3015,1438,CG9171,0,XP_046450384.1,LOC124198549,uncharacterized protein LOC124198549,F01D4.9.1,,XP_006568081.1,,ENSDARP00000157274.1,XP_021205278.1,XP_021703713.1,4
g10797,126,294,190,170,124,101,4127,2433,1875,CG34401,0,XP_046446863.1,LOC124196094,zinc finger SWIM domain-containing protein 4-like,,ENSP00000252744.5,,ENSMUSP00000159397.2,ENSDARP00000072767.5,XP_037873445.1,XP_021700192.1,1
g19698,111,808,990,857,660,239,4078,2437,1288,Sdc,Syndecan,XP_046454004.1,LOC124201815,calcium-activated chloride channel regulator 1-like,,,,,,,XP_021692948.1,1
g1004,0,161,269,466,441,262,4069,2907,1768,,,XP_046441565.1,LOC124192370,arrestin domain-containing protein 4-like,,,XP_394372.2,ENSMUSP00000044578.8,,XP_012545886.1,XP_001652563.1,1
g26938,49,827,1544,1820,1929,521,3954,2534,1314,CG15208,0,XP_046464198.1,LOC124209989,protein CASP-like,,ENSP00000409745.2,,ENSMUSP00000135816.3,,,,7
g7042,435,3586,2797,443,218,864,3883,2988,1630,Ndg,Nidogen/entactin,XP_046442691.1,LOC124193078,nidogen-like,F54F3.1b.1,ENSP00000264187.6,XP_026296012.1,ENSMUSP00000005532.8,ENSDARP00000119933.2,XP_012544559.2,XP_001658264.2,7
g23686,128,2793,2876,854,1278,72,3118,3854,1064,prc,pericardin,XP_046460402.1,LOC124207137,uncharacterized PPE family protein PPE12-like isoform X2,,,,,,NP_001161189.1,,7
g23893,762,2715,2605,1761,1884,1308,3820,2606,2558,CG10631,0,XP_046460567.1,LOC124207240,uncharacterized protein LOC124207240 isoform X1,C09G4.4.1,,,,,,,7
g6293,208,797,673,365,215,221,3818,1494,1585,mura,murashka,XP_046441316.1,LOC124192170,neurogenic protein mastermind-like,C01G6.4.1,ENSP00000274811.4,XP_006560717.1,ENSMUSP00000136732.2,ENSDARP00000141853.1,,XP_021709958.1,1
g2254,305,2817,3078,2091,1490,708,3792,2459,1659,wrapper,wrapper,XP_046437945.1,LOC124189030,repulsive guidance molecule A-like,Y71G12B.16.1,ENSP00000423256.1,,ENSMUSP00000145758.2,ENSDARP00000146366.1,,,7
g17303,342,1528,1839,1237,996,435,3756,2193,1574,,,,,,,,,,ENSDARP00000142670.1,,,1
g24267,382,1506,1428,1097,806,853,3734,3316,1792,Sdc,Syndecan,XP_046461865.1,LOC124208165,syndecan-like isoform X3,F57C7.3b.1,ENSP00000370542.1,XP_006559247.1,ENSMUSP00000131491.2,ENSDARP00000131513.2,XP_012551171.1,XP_021695972.1,1
g4366,4,0,0,0,10,150,3729,2797,263,CG3376,0,,,,,,,,,,,1
g943,149,1029,1149,953,391,259,3647,1942,1980,Pkc53E,Protein C kinase 53E,XP_046449468.1,LOC124197928,uncharacterized protein LOC124197928 isoform X1,,,XP_026295257.1,ENSMUSP00000065447.8,ENSDARP00000113548.1,XP_037871830.1,XP_001649859.2,1
g6659,124,1457,1530,695,437,143,3583,1845,1083,CG12986,0,XP_046441163.1,LOC124192063,uncharacterized protein LOC124192063,,,NP_001229928.1,,,XP_004928252.2,XP_021712396.1,1
g6899,585,3573,2876,1756,1169,830,3263,2592,1805,Utx,Utx histone demethylase,XP_046441442.1,LOC124192274,lysine-specific demethylase 6A-like isoform X1,D2021.1a.1,ENSP00000485539.2,XP_396315.6,ENSMUSP00000045862.7,ENSDARP00000082902.5,XP_012551126.1,XP_021701531.1,7
g11434,190,2322,2286,2011,1810,1110,3571,2035,1235,Gli,Gliotactin,XP_046447132.1,LOC124196257,cholinesterase-like,F55D10.3.1,,XP_396706.4,,,XP_004923879.1,XP_021700741.1,7
g21268,410,1103,967,665,763,635,3529,2525,2306,Usp32,Ubiquitin specific protease 32,XP_046459199.1,LOC124205751,ubiquitin carboxyl-terminal hydrolase 32-like isoform X1,ZK328.1a.1,ENSP00000467885.1,,ENSMUSP00000103710.3,ENSDARP00000083241.4,XP_012552320.2,XP_021707497.1,14
g25539,1213,3497,3046,1808,1626,1049,2295,2649,1767,,,,,,,,,ENSMUSP00000153456.2,,,,7
g25540,1209,3496,3045,1806,1628,1048,2291,2648,1767,Nup214,Nucleoporin 214kD,,,,,,,,,,,7
g2650,191,706,737,659,604,433,3479,2453,1690,CG43658,0,XP_046437921.1,LOC124189014,uncharacterized protein LOC124189014 isoform X1,R02F2.2.1,ENSP00000427909.1,XP_026298169.1,ENSMUSP00000106424.3,ENSDARP00000121072.1,XP_012550914.2,XP_021694781.1,1
g23818,65,680,802,703,724,454,3427,2411,1641,nolo,no long nerve cord,XP_046460777.1,LOC124207396,protein madd-4-like isoform X2,F53B6.2c.1,,XP_026296367.1,,,XP_021208569.1,XP_021700694.1,1
g10518,238,2955,3372,1070,874,676,2003,1928,1180,Mmp2,Matrix metalloproteinase 2,XP_046447266.1,LOC124196329,matrix metalloproteinase-2-like isoform X1,,ENSP00000286614.6,XP_026300672.1,ENSMUSP00000029881.4,ENSDARP00000047398.6,NP_001116500.1,XP_021704765.1,7
g9893,49,415,466,417,335,239,3152,1822,1132,,,XP_046445309.1,LOC124194946,protein sprouty-like isoform X2,Y50D4C.1a.1,ENSP00000348753.4,XP_395474.3,ENSMUSP00000115103.2,ENSDARP00000060763.5,XP_004923743.1,XP_021710764.1,1
g10877,52,407,500,722,697,363,3126,2795,1877,kon,kon-tiki,XP_046446617.1,LOC124195955,chondroitin sulfate proteoglycan 4-like isoform X1,C48E7.6.1,ENSP00000312506.5,XP_396231.4,ENSMUSP00000119993.4,ENSDARP00000101512.3,XP_037868399.1,XP_021702435.1,1
g9019,814,2617,2301,1619,1419,874,3088,3045,2520,,,,,,,,,,,,,7
g6838,402,2915,3088,2860,2375,1643,2791,2944,2263,Cdep,Chondrocyte-derived ezrin-like domain containing protein,XP_046442201.1,LOC124192763,FERM%2C ARHGEF and pleckstrin domain-containing protein 1-like,H05G16.1c.1,ENSP00000264042.3,,ENSMUSP00000112725.2,ENSDARP00000129410.1,,,7
g10867,3,19,19,28,70,114,3085,1399,690,CG32655,0,XP_046446595.1,LOC124195946,dendritic arbor reduction protein 1-like,F53F8.1.2,ENSP00000440407.1,XP_006568625.2,ENSMUSP00000005279.7,ENSDARP00000125727.1,XP_012548904.1,XP_021699363.1,1
g16949,595,1652,1464,767,580,316,3081,2776,1845,mam,mastermind,XP_046452456.1,LOC124200305,neurogenic protein mastermind-like isoform X1,,ENSP00000292599.3,XP_016768059.2,ENSMUSP00000059210.5,ENSDARP00000134496.2,XP_004927919.1,XP_021704862.1,14
g4185,166,631,675,690,491,198,3013,2143,1608,Cirl,Calcium-independent receptor for alpha-latrotoxin,XP_046439781.1,LOC124190935,adhesion G protein-coupled receptor L3-like,B0286.2a.1,ENSP00000424120.1,XP_006571413.1,ENSMUSP00000113243.2,ENSDARP00000106818.3,XP_037876741.1,XP_021705980.1,1
g22986,739,2655,2601,1454,995,591,3012,1391,937,Tgi,Tondu-domain-containing Growth Inhibitor,XP_046456840.1,LOC124203964,uncharacterized protein PB18E9.04c-like isoform X1,,ENSP00000416615.2,XP_026298118.1,ENSMUSP00000032459.8,ENSDARP00000142145.1,XP_037874828.1,XP_001652426.2,7
g19776,4,2,5,102,164,218,2993,2025,1116,,,,,,,,,,,,,1
g21090,374,2535,2344,1678,1645,831,2962,2549,1584,lft,lowfat,XP_046458123.1,LOC124204923,protein limb expression 1 homolog isoform X1,,ENSP00000474487.3,XP_623659.3,ENSMUSP00000057623.4,ENSDARP00000115243.1,XP_037866753.1,XP_021702415.1,7
g858,426,1846,2196,1548,1079,584,2928,2056,1117,,,XP_046446990.1,LOC124193642,uncharacterized protein LOC124193642 isoform X1,,ENSP00000326933.3,XP_001119836.2,ENSMUSP00000105214.2,ENSDARP00000121579.1,XP_004924488.1,XP_021712157.1,7
g16716,3,195,278,352,253,297,2926,1605,966,trh,trachealess,XP_046453668.1,LOC124201209,protein trachealess-like isoform X1,,,XP_026300273.1,,,NP_001036830.1,XP_021694597.1,14
g6172,925,2291,2314,1316,1118,843,2915,1793,1702,CG7611,0,XP_046442476.1,LOC124192930,WD repeat-containing protein 26-like isoform X1,Y39H10A.6a.1,ENSP00000498603.2,XP_026297037.1,ENSMUSP00000124186.2,ENSDARP00000132796.1,XP_037870574.1,XP_021696626.1,7
g24968,813,2635,2661,1876,1922,1342,2571,2915,1917,CG31211,0,XP_046460247.1,LOC124207041,arginine/serine-rich protein PNISR-like,,ENSP00000505930.1,XP_001121946.2,ENSMUSP00000103864.2,ENSDARP00000155574.1,XP_012551372.1,XP_021702630.1,7
g1216,0,4,0,0,7,21,2880,1307,96,tgy,twiggy,XP_046447717.1,LOC124196610,uncharacterized protein LOC124196610,,,,,,,,1
g25594,175,2409,2771,1582,1447,562,2862,1563,1366,sprt,sprite,XP_046463376.1,LOC124209435,uncharacterized protein LOC124209435 isoform X2,F31F4.15b.1,,XP_026295640.1,,,XP_037869110.1,XP_001651860.2,7
g24473,57,324,453,577,473,89,2849,1760,991,peb,pebbled,XP_046461561.1,LOC124207954,uncharacterized protein LOC124207954 isoform X1,,ENSP00000419511.1,XP_006560534.1,ENSMUSP00000105866.3,ENSDARP00000062562.5,XP_037874000.1,XP_021695008.1,1
g20322,352,2178,2365,2195,2090,1147,2847,2257,2075,Usp2,Ubiquitin specific protease 2,XP_046459791.1,LOC124206157,uncharacterized protein LOC124206157 isoform X1,,ENSP00000488969.1,,ENSMUSP00000023707.10,ENSDARP00000129647.1,,,7
g6452,52,182,155,249,143,320,2824,1758,810,,,,,,,,,,,,,4
g12534,225,926,699,498,526,413,2819,2163,1536,Dab,Disabled,XP_046450022.1,LOC124198274,protein disabled-like,M110.5a.2,ENSP00000395296.2,XP_006561649.2,ENSMUSP00000125033.2,ENSDARP00000118191.1,XP_037873633.1,XP_021698992.1,1
g4145,140,1088,1204,1384,1781,1053,2625,2454,2813,,,,,,,,,,,,,14
g9840,205,745,653,619,617,567,2797,2005,1185,Ptp99A,Protein tyrosine phosphatase 99A,XP_046444247.1,LOC124194215,tyrosine-protein phosphatase 99A-like,C09D8.1h.1,ENSP00000295874.10,XP_026294902.1,ENSMUSP00000143902.2,ENSDARP00000086984.6,,XP_021710385.1,1
g18064,384,1206,904,529,556,630,2786,2169,1680,,,XP_046454261.1,LOC124202039,macoilin-1-like isoform X2,,ENSP00000363463.4,XP_006569760.1,ENSMUSP00000030628.8,ENSDARP00000008156.8,XP_037874937.1,XP_021708149.1,1
g16131,32,550,585,323,183,107,2781,1806,1020,ara,araucan,XP_046453584.1,LOC124201157,homeobox protein caupolican-like,,ENSP00000290552.8,XP_006559001.1,ENSMUSP00000034185.7,ENSDARP00000148526.1,XP_004929820.2,,1
g800,388,2663,2747,1893,1292,1180,2666,1743,1977,l(1)G0193,lethal (1) G0193,XP_046444606.1,LOC124194445,uncharacterized protein LOC124194445,,,XP_001121007.2,,,XP_012545194.1,XP_021694804.1,7
g12641,122,862,806,676,548,377,1782,2739,1058,CG5071,0,XP_046449886.1,LOC124198209,uncharacterized protein LOC124198209 isoform X1,,,XP_006571913.1,,,XP_012546045.1,XP_021704783.1,1
g18387,2,33,45,117,1744,317,2735,1113,655,PH4alphaEFB,prolyl-4-hydroxylase-alpha EFB,XP_046453905.1,LOC124201751,prolyl 4-hydroxylase subunit alpha-1-like,,,,,ENSDARP00000155878.1,,,1
g11730,88,1169,1603,1936,898,222,2631,1514,854,gukh,GUK-holder,XP_046448122.1,LOC124196913,uncharacterized protein LOC124196913,,ENSP00000499292.1,XP_026297458.1,ENSMUSP00000147021.2,,XP_012545390.1,XP_021708482.1,7
g4368,1,8,3,5,91,208,2628,1728,385,CG17636,0,XP_046438453.1,LOC124189988,scoloptoxin SSD14-like isoform X1,,,,,,,,4
g1817,336,1008,757,392,207,195,2617,1627,1074,CG10151,0,XP_046437440.1,LOC124188679,secreted protein C-like,,ENSP00000507139.1,,,ENSDARP00000098216.2,,XP_001663915.2,1
g920,26,227,239,121,100,50,2601,1663,950,hh,hedgehog,XP_046446070.1,LOC124195622,sonic hedgehog protein A-like,C29F3.2.1,ENSP00000297261.2,XP_026300189.1,ENSMUSP00000002708.4,ENSDARP00000076101.5,XP_004925213.1,XP_001657979.2,4
g23768,65,564,539,201,119,393,2594,1557,925,Cyp18a1,Cytochrome P450-18a1,XP_046460707.1,LOC124207347,cytochrome P450 18a1-like,K05D4.4.1,ENSP00000333212.6,XP_393885.1,ENSMUSP00000101944.3,ENSDARP00000048280.7,NP_001077078.1,XP_001649970.1,1
g24455,269,1455,1870,1087,750,525,2592,2198,1321,CG6428,0,XP_046461582.1,LOC124207969,L-asparaginase-like,C27A7.5d.1,ENSP00000450040.1,XP_026296708.1,ENSMUSP00000078369.5,ENSDARP00000103166.4,XP_004923422.2,XP_021694110.1,7
g426,1097,2559,1866,457,237,150,2115,1562,1209,bab1,bric a brac 1,XP_046439889.1,LOC124190968,protein bric-a-brac 1-like isoform X4,,ENSP00000432341.2,XP_026302076.1,ENSMUSP00000142247.2,ENSDARP00000089682.5,XP_037868468.1,,5
g20904,272,893,974,740,618,355,2552,1464,1248,CG12104,0,XP_046458512.1,LOC124205186,TOX high mobility group box family member 3-like isoform X1,,ENSP00000385705.3,,ENSMUSP00000105250.4,ENSDARP00000134407.1,XP_037869154.1,XP_021704306.1,1
g27110,202,631,533,305,138,438,2532,1796,1118,conv,convoluted,XP_046462676.1,LOC124208863,protein artichoke-like,C56E6.6.1,,XP_394034.5,ENSMUSP00000060169.7,ENSDARP00000091442.4,XP_012544871.2,XP_021702813.1,1
g27033,390,2226,2015,1616,1564,1241,2518,2227,1848,,,XP_046455308.1,LOC124202860,uncharacterized protein LOC124202860,Y9C9A.2.1,,,,,,,7
g18201,390,2225,2015,1616,1564,1241,2517,2227,1848,,,,,,,,,,,,,7
g21276,413,2471,2513,1266,1386,1121,2194,1133,816,Maf1,Maf1,XP_046459221.1,LOC124205757,repressor of RNA polymerase III transcription MAF1 homolog isoform X1,C43H8.2.1,ENSP00000436720.1,XP_624527.2,ENSMUSP00000023212.9,ENSDARP00000015577.4,XP_004930949.1,XP_021702789.1,7
g24391,389,2227,2023,1621,1561,1240,2510,2226,1848,,,,,,,,,,,,,7
g26594,389,2226,2023,1620,1561,1240,2510,2226,1848,,,,,,,,,,,,,7
g2376,49,1080,1134,834,1383,625,1066,2502,1316,CG7896,0,XP_046462712.1,LOC124208892,chaoptin-like,C56E6.6.1,ENSP00000416683.3,XP_006567261.1,ENSMUSP00000060169.7,ENSDARP00000091442.4,XP_021206539.2,XP_001656650.2,1
g24805,183,1032,1124,1174,1479,911,2459,1523,1568,,,,,,,ENSP00000452885.1,,,,,,1
g26639,410,1463,1459,1411,1983,1258,2457,2183,1226,Myo95E,Myosin 95E,XP_046462462.1,LOC124208660,unconventional myosin-Ia-like isoform X1,,ENSP00000341903.4,,,ENSDARP00000121299.3,XP_037867512.1,XP_021713017.1,1
